company_id,category_code,status,country_code,state_code,city,region,valuation_amount,valuation_currency_code,raised_amount,raised_currency_code,public_at,stock_symbol,acquired_at,b_funded_at,b_raised_amount_usd,b_pre_money_valuation_usd,b_post_money_valuation_usd,b_participants,angel_funded_at,angel_raised_amount_usd,angel_pre_money_valuation_usd,angel_post_money_valuation_usd,angel_participants,a_funded_at,a_raised_amount_usd,a_pre_money_valuation_usd,a_post_money_valuation_usd,a_participants,seed_funded_at,seed_raised_amount_usd,seed_pre_money_valuation_usd,seed_post_money_valuation_usd,seed_participants,c_funded_at,c_raised_amount_usd,c_pre_money_valuation_usd,c_post_money_valuation_usd,c_participants,d_funded_at,d_raised_amount_usd,d_pre_money_valuation_usd,d_post_money_valuation_usd,d_participants,unattributed_funded_at,unattributed_raised_amount_usd,unattributed_pre_money_valuation_usd,unattributed_post_money_valuation_usd,unattributed_participants,debt_round_funded_at,debt_round_raised_amount_usd,debt_round_pre_money_valuation_usd,debt_round_post_money_valuation_usd,debt_round_participants,e_funded_at,e_raised_amount_usd,e_pre_money_valuation_usd,e_post_money_valuation_usd,e_participants,f_funded_at,f_raised_amount_usd,f_pre_money_valuation_usd,f_post_money_valuation_usd,f_participants,private_equity_funded_at,private_equity_raised_amount_usd,private_equity_pre_money_valuation_usd,private_equity_post_money_valuation_usd,private_equity_participants,grant_funded_at,grant_raised_amount_usd,grant_pre_money_valuation_usd,grant_post_money_valuation_usd,grant_participants,post_ipo_equity_funded_at,post_ipo_equity_raised_amount_usd,post_ipo_equity_pre_money_valuation_usd,post_ipo_equity_post_money_valuation_usd,post_ipo_equity_participants,post_ipo_debt_funded_at,post_ipo_debt_raised_amount_usd,post_ipo_debt_pre_money_valuation_usd,post_ipo_debt_post_money_valuation_usd,post_ipo_debt_participants,partial_funded_at,partial_raised_amount_usd,partial_pre_money_valuation_usd,partial_post_money_valuation_usd,partial_participants,convertible_funded_at,convertible_raised_amount_usd,convertible_pre_money_valuation_usd,convertible_post_money_valuation_usd,convertible_participants,crowd_funded_at,crowd_raised_amount_usd,crowd_pre_money_valuation_usd,crowd_post_money_valuation_usd,crowd_participants,g_funded_at,g_raised_amount_usd,g_pre_money_valuation_usd,g_post_money_valuation_usd,g_participants,secondary_market_funded_at,secondary_market_raised_amount_usd,secondary_market_pre_money_valuation_usd,secondary_market_post_money_valuation_usd,secondary_market_participants,crowd_equity_funded_at,crowd_equity_raised_amount_usd,crowd_equity_pre_money_valuation_usd,crowd_equity_post_money_valuation_usd,crowd_equity_participants,ipo,is_acquired,is_closed,age,mba_degree,phd_degree,ms_degree,other_degree
c:54588,advertising,acquired,USA,CA,Mountain View,SF Bay,,,,,,,2013-10-02,,,,,,,,,,,,,,,,2012-11-02,1000000.0,,,1.0,,,,,,,,,,,2010-08-16,9200000.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,1826.0,3,1,2,12
c:54660,biotech,operating,USA,MA,Cambridge,Boston,,,,,,,,2011-01-03,35000000.0,,,9.0,,,,,,,,,,,2013-10-15,400000.0,,,0.0,2012-10-10,30000000.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2922.0,3,8,2,28
c:54809,enterprise,operating,USA,MA,Lexington,Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-19,1500000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,2011-01-31,500000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2922.0,2,2,3,6
c:54810,biotech,operating,USA,MA,Cambridge,Boston,,,,,,,,2010-08-20,10000000.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2922.0,2,5,2,18
c:54973,health,operating,USA,CA,Palo Alto,SF Bay,,,,,,,,2013-05-08,24000000.0,,,4.0,2010-01-01,,,,7.0,2011-12-06,11500000.0,,,3.0,2011-03-23,2350000.0,,,4.0,,,,,,,,,,,,,,,,2010-04-20,400000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,1461.0,3,1,4,30
c:55031,games_video,operating,FIN,,ESPOO,Espoo,,,,,,,,,,,,,,,,,,2011-03-10,42000000.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,4018.0,4,1,5,20
c:55088,enterprise,operating,USA,CA,Mountain View,SF Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-08-25,10000000.0,,,3.0,2013-05-15,20000000.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2922.0,3,2,1,13
c:55121,travel,operating,GBR,,London,London,,,,,,,,2012-06-19,12200000.0,,,3.0,,,,,,2011-03-08,3700000.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,1826.0,1,2,2,5
c:55263,analytics,operating,USA,WA,Seattle,Seattle,,,,,,,,2013-06-18,10000000.0,,,3.0,,,,,,2012-08-13,3500000.0,,,3.0,2010-08-26,1100000.0,,,3.0,,,,,,,,,,,2012-02-14,2700000.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-09,5114975.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,1826.0,4,1,5,16
c:55397,biotech,operating,CHE,,Zurich,Zurich,,,,,,,,2005-01-01,5448400.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,2005-10-01,4335120.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,3,1,1,1
c:55474,medical,operating,USA,CA,Sunnyvale,SF Bay,,,,,,,,2012-06-27,25000000.0,,,3.0,,,,,,2010-08-30,15000000.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,4383.0,6,1,1,23
c:55679,hardware,operating,FRA,,Issy les Moulineaux,Issy Les Moulineaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-07-17,30000000.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2040.0,1,1,3,5
c:55903,advertising,operating,USA,MD,Columbia,Washington DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-10-14,75000000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,15706.0,10,1,4,26
c:56159,biotech,operating,CAN,,"Montréal, Québec",Montreal,,,,,,,,2012-11-02,4700000.0,,,3.0,,,,,,2010-09-07,9200000.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,4383.0,3,5,2,6
c:56163,enterprise,operating,USA,CA,Los Angeles,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-09-08,3000000.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,5114.0,2,2,2,9
c:56175,software,operating,NOR,,Trondheim,Trondheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-11-08,1240000.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,3653.0,1,1,3,6
c:56176,biotech,operating,USA,UT,Salt Lake City,Salt Lake City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-03-11,3128800.0,,,0.0,2011-07-15,22125000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-01-13,350000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,1511.0,5,1,3,20
c:56447,biotech,operating,USA,MA,Boston,Boston,,,,,,,,2012-04-02,14000000.0,,,2.0,,,,,,2010-09-10,18000000.0,,,3.0,,,,,,,,,,,,,,,,,,,,,2013-05-08,28000000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2192.0,6,5,3,13
c:56629,software,operating,USA,CA,San Francisco,SF Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-07-25,10000000.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,1461.0,4,2,2,15
c:56669,biotech,operating,USA,CA,Encinitas,San Diego,,,,,,,,2012-01-17,17000000.0,,,4.0,,,,,,2010-09-14,9400000.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2557.0,2,1,3,13
c:57161,enterprise,operating,USA,CA,Mountain View,SF Bay,,,,,,,,2010-09-01,11000000.0,,,2.0,,,,,,2008-09-01,5000000.0,,,2.0,,,,,,2012-10-18,25000000.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,1826.0,11,4,3,25
c:57166,semiconductor,operating,USA,CA,Santa Clara,SF Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-09-20,4100000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,3287.0,2,1,1,2
c:57167,health,operating,USA,MA,Framingham,Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-09-21,10000000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2557.0,5,2,4,18
c:57339,music,operating,USA,UT,Provo,Salt Lake City,,,,,,,,,,,,,2012-01-05,3000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,1518.0,1,1,1,5
c:57356,hardware,operating,USA,CA,San Diego,San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-12,3964019.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,5479.0,2,1,4,6
c:57459,web,operating,USA,CA,San Francisco,SF Bay,,,,,,,,,,,,,,,,,,2013-02-27,8000000.0,,,5.0,2012-08-02,2000000.0,,,2.0,,,,,,,,,,,2012-07-01,303000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,792.0,1,1,3,17
c:57502,biotech,operating,USA,CA,Santa Barbara,Santa Barbara,,,,,,,,2012-07-31,11000000.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2192.0,3,7,6,19
c:57575,consulting,operating,IND,,Mumbai,Mumbai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-09-28,175000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,6940.0,1,3,2,8
c:57730,software,acquired,USA,CA,San Francisco,SF Bay,,,,,,,2012-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12-09,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,1249.0,1,1,2,4
c:57783,analytics,operating,USA,CA,San Francisco,SF Bay,,,,,,,,2011-09-21,11000000.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,1492.0,2,1,1,5
c:57810,cleantech,operating,USA,NY,Oneonta,Oneonta,,,,,,,,2011-04-13,21000000.0,,,4.0,,,,,,,,,,,,,,,,2013-07-18,15000000.0,,,1.0,,,,,,2011-03-04,12000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2557.0,3,2,6,9
c:57941,mobile,operating,USA,CA,Austin,TBD,,,,,,,,2010-06-01,,,,0.0,,,,,,2009-06-01,,,,0.0,,,,,,2011-06-01,,,,1.0,2013-05-01,8380000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,1773.0,2,1,3,8
c:57976,enterprise,operating,DEU,,Berlin,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-07-08,20000000.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2557.0,1,1,3,16
c:58126,,operating,USA,CA,San Jose,SF Bay,,,,,,,,2005-04-07,8500000.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,1,1,1,4
c:58237,games_video,acquired,USA,CA,Pleasanton,SF Bay,,,,,,,2006-08-21,,,,,,,,,,,,,,,,,,,,,2005-03-02,12000000.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,4383.0,2,1,1,7
c:58494,software,acquired,USA,CA,Mountain View,SF Bay,,,,,,,2007-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-04-18,10000000.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,5479.0,4,1,3,8
c:58717,messaging,operating,USA,CA,Mountain View,SF Bay,,,,,,,,2011-07-20,42000000.0,,,3.0,,,,,,2010-09-01,5000000.0,,,1.0,,,,,,2012-04-19,38097364.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,1575.0,2,1,1,8
c:58846,social,operating,USA,CA,San Francisco,SF Bay,,,,,,,,2011-10-07,27000000.0,,,3.0,2010-01-01,500000.0,,,10.0,2011-05-07,10000000.0,,,7.0,,,,,,2012-05-17,100000000.0,,,4.0,2013-02-20,200000000.0,,2500000000.0,4.0,,,,,,,,,,,2013-10-23,225000000.0,,3800000000.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,1826.0,2,2,3,14
c:59025,software,operating,USA,MA,Concord,Boston,,,,,,,,,,,,,,,,,,2005-03-07,4500000.0,,,2.0,,,,,,,,,,,,,,,,2013-07-25,6000000.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,4018.0,1,1,3,14
c:59031,enterprise,operating,USA,MA,Woburn,Boston,,,,,,,,2013-07-17,2000000.0,,,2.0,,,,,,2010-11-29,4000000.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,1461.0,2,1,3,14
c:59080,enterprise,operating,USA,CA,Mountain View,SF Bay,,,,,,,,2010-08-01,20000000.0,,,2.0,,,,,,2009-01-01,5000000.0,,,2.0,,,,,,2011-08-23,30000000.0,,,3.0,2012-08-15,40000000.0,,,4.0,,,,,,,,,,,2013-08-29,150000000.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-31,856468.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,1583.0,4,1,4,11
c:59149,,operating,USA,MD,Rockville,Washington DC,,,,,,,,,,,,,,,,,,2005-04-04,4100000.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,5844.0,7,1,4,15
c:59252,biotech,operating,USA,PA,Wayne,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-10-05,30000000.0,,,1.0,,,,,,2012-10-22,125000000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2557.0,2,2,1,7
c:59255,semiconductor,operating,USA,CA,Sunnyvale,SF Bay,,,,,,,,,,,,,,,,,,2010-10-04,5100000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,1826.0,1,2,2,3
c:59480,analytics,operating,USA,CA,San Francisco,SF Bay,,,,,,,,,,,,,,,,,,2008-01-29,3450000.0,,,1.0,,,,,,2011-04-26,15800000.0,,,3.0,2013-03-12,15000000.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2557.0,4,1,2,22
c:59907,enterprise,operating,USA,CA,Los Altos,SF Bay,,,,,,,,,,,,,,,,,,,,,,,2011-05-06,2000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,1218.0,1,1,1,11
c:60048,medical,acquired,USA,MN,Minneapolis,Minneapolis,,,,,,,2012-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-12,11000000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,6940.0,3,3,3,11
c:60125,ecommerce,operating,USA,NY,New York,New York,,,,,,,,,,,,,,,,,,2011-08-17,10500000.0,,,7.0,2010-10-27,1400000.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,1461.0,1,1,4,5
c:60225,software,operating,USA,CA,San Ramon,SF Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-01,10000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,5479.0,1,1,3,17
c:60601,web,operating,,,,unknown,,,,,,,,2008-05-14,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,3,1,2,5
c:61008,web,operating,USA,CA,Daly City,SF Bay,,,,,,,,,,,,,,,,,,,,,,,2011-04-04,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,1065.0,1,1,2,5
c:61031,biotech,operating,USA,CA,Redwood City,SF Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-03-17,39000000.0,,,0.0,2012-03-21,33000000.0,,,5.0,,,,,,,,,,,2013-09-12,25000000.0,,130000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,3287.0,9,2,2,14
c:61074,analytics,operating,USA,NY,New York,New York,,,,,,,,,,,,,,,,,,,,,,,2011-01-01,18000.0,,,1.0,,,,,,,,,,,,,,,,2012-11-06,998969.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,1098.0,1,2,2,4
c:61220,biotech,ipo,USA,MA,Cambridge,Boston,,USD,,USD,2012-03-29,NASDAQ:MACK,,2002-01-01,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2011-04-14,77000000.0,,,6.0,,,,,,,,,,,,,,,,,,,,,2010-11-08,2440000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,1,2,1,5
c:61368,biotech,operating,USA,CA,San Diego,San Diego,,,,,,,,2010-11-11,20000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2588.0,2,1,1,8
c:61369,biotech,operating,USA,GA,Atlanta,Atlanta,,,,,,,,2010-11-11,34800000.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2922.0,1,2,2,9
c:61977,software,operating,USA,MA,Boston,Boston,,,,,,,,,,,,,,,,,,2013-07-18,5300000.0,,,3.0,2010-11-19,800000.0,,,0.0,,,,,,,,,,,2011-11-30,1500000.0,,,4.0,2012-07-12,1400000.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,1826.0,3,2,2,7
c:62188,semiconductor,operating,ISR,,Caesarea,Caesarea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-10-17,35000000.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2557.0,3,1,2,10
c:62548,health,operating,USA,NM,Albuquerque,Albuquerque,,,,,,,,2011-11-29,2000000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2010-08-30,2000000.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,1826.0,1,3,1,1
c:62790,biotech,ipo,USA,CA,South San Francisco,SF Bay,,USD,,,,NASDAQ:THRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11-29,129375000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,6,1,1,13
c:62794,biotech,ipo,USA,MA,Cambridge,Boston,,USD,,,,NASDAQ:IDIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-04-25,5000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,1,2,3,6
c:64268,education,operating,USA,VA,Dulles,Washington DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-07,21784107.0,,,0.0,2011-02-09,2967913.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2557.0,3,2,2,24
c:64277,software,operating,USA,DC,Washington,Washington DC,,,,,,,,2013-08-29,20000000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-17,20959128.0,,,0.0,,,,,,,,,,,2011-09-02,5958446.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,1461.0,6,2,9,44
c:64710,biotech,operating,USA,MA,Waltham,Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-02-23,3400000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,1,1,1,2
c:64919,health,operating,USA,CA,Oakland,SF Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-24,20000000.0,,,0.0,,,,,,,,,,,,,,,,2012-01-01,12750000.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2922.0,9,1,2,27
c:64959,analytics,acquired,USA,NY,New York,New York,,,,,,,2013-03-07,,,,,,,,,,,2012-01-26,1700000.0,,,2.0,2011-07-28,512000.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,1402.0,1,1,1,2
c:65401,analytics,operating,USA,MA,Cambridge,Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-03,3000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,1461.0,2,1,1,8
c:65610,biotech,operating,USA,MD,Baltimore,Baltimore,,,,,,,,2012-10-08,4900000.0,,,1.0,,,,,,2010-01-13,2887515.0,,,0.0,,,,,,,,,,,,,,,,2013-05-13,20000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-06,2038552.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2557.0,2,2,2,7
c:65611,enterprise,operating,USA,CA,San Leandro,SF Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-05,135000000.0,,,2.0,,,,,,,,,,,,,,,,2012-03-05,3235500.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,12419.0,6,1,8,22
